id;artist;year;city;country;tour
73d65e91;Coldplay;2002;Londres;Royaume-Uni;A Rush of Blood to the Head
63d65e93;Coldplay;2002;Lutece;France;A Rush of Blood to the Head
73d65e9d;Coldplay;2002;Los Angeles;Etats-Unis;A Rush of Blood to the Head
7bd65e98;Coldplay;2002;Santa Monica;Etats-Unis;A Rush of Blood to the Head
6bd65e9e;Coldplay;2002;San Francisco;Etats-Unis;A Rush of Blood to the Head
73d65e99;Coldplay;2002;Boulder;Etats-Unis;
63d65e9b;Coldplay;2002;Minneapolis;Etats-Unis;A Rush of Blood to the Head
7bd65ea4;Coldplay;2002;New York;Etats-Unis;A Rush of Blood to the Head
6bd65ea6;Coldplay;2002;Washington;Etats-Unis;A Rush of Blood to the Head
63d65ea7;Coldplay;2002;Philadelphia;Etats-Unis;A Rush of Blood to the Head
63d65eab;Coldplay;2002;Boston;Etats-Unis;A Rush of Blood to the Head
73d65ea1;Coldplay;2002;Boston;Etats-Unis;A Rush of Blood to the Head
63d65ea3;Coldplay;2002;Montréal;Canada;A Rush of Blood to the Head
73d65ead;Coldplay;2002;Chicago;Etats-Unis;A Rush of Blood to the Head
63d65eaf;Coldplay;2002;Londres;Royaume-Uni;A Rush of Blood to the Head
3bde48bc;Coldplay;2002;Londres;Royaume-Uni;
7bd65ea8;Coldplay;2002;Londres;Royaume-Uni;
6bd65eaa;Coldplay;2002;Londres;Royaume-Uni;
6bd65eb6;Coldplay;2002;Oslo;Norvège;A Rush of Blood to the Head
73d65eb5;Coldplay;2002;Cologne;Allemagne;A Rush of Blood to the Head
63d65eb7;Coldplay;2002;Hambourg;Allemagne;A Rush of Blood to the Head
7bd65eb0;Coldplay;2002;Rome;Italie;A Rush of Blood to the Head
73d65eb1;Coldplay;2002;Amsterdam;Pays-Bas;A Rush of Blood to the Head
6bd65eb2;Coldplay;2002;Ringe;Danemark;A Rush of Blood to the Head
63d65eb3;Coldplay;2002;Stockholm;Suède;A Rush of Blood to the Head
7bd65ebc;Coldplay;2002;Werchter;Belgique;A Rush of Blood to the Head
73d65ebd;Coldplay;2002;Pilton;Royaume-Uni;A Rush of Blood to the Head
13d16d8d;Coldplay;2002;Truro;Royaume-Uni;A Rush of Blood to the Head
3d16d8f;Coldplay;2002;Portsmouth;Royaume-Uni;A Rush of Blood to the Head
1bd16d88;Coldplay;2002;Bath;Royaume-Uni;A Rush of Blood to the Head
6bd65ebe;Coldplay;2002;Londres;Royaume-Uni;A Rush of Blood to the Head
63d65ebf;Coldplay;2002;Liverpool;Royaume-Uni;A Rush of Blood to the Head
7bd65eb8;Coldplay;2002;Édimbourg;Royaume-Uni;A Rush of Blood to the Head
6bd65eba;Coldplay;2001;Santa Monica;Etats-Unis;Parachutes
2bd3b4b2;Coldplay;2001;Universal City;Etats-Unis;Parachutes
2bf7c04a;Coldplay;2001;San Diego;Etats-Unis;Parachutes
7bd65ec4;Coldplay;2001;Seattle;Etats-Unis;Parachutes
73d65ec5;Coldplay;2001;New York;Etats-Unis;Parachutes
6bd65ec6;Coldplay;2001;New York;Etats-Unis;
63d65ec7;Coldplay;2001;New York;Etats-Unis;Parachutes
7bd65ec0;Coldplay;2001;Boston;Etats-Unis;Parachutes
73d65ec1;Coldplay;2001;Fairfax;Etats-Unis;Parachutes
6bd65ec2;Coldplay;2001;Chicago;Etats-Unis;Parachutes
63d65ec3;Coldplay;2001;Providence;Etats-Unis;Parachutes
7bd65ecc;Coldplay;2001;New York;Etats-Unis;Parachutes
6bd65ece;Coldplay;2001;Philadelphia;Etats-Unis;Parachutes
7bd65ec8;Coldplay;2001;Lutece;France;Parachutes
6bd65ed6;Coldplay;2001;Leicester;Royaume-Uni;Parachutes
63d65ed7;Coldplay;2001;Baile Shláine;Irlande;Parachutes
73d65ed1;Coldplay;2001;Reykjavík;Islande;Parachutes
63d65ed3;Coldplay;2001;Stafford;Royaume-Uni;Parachutes
7bd65edc;Coldplay;2001;Chelmsford;Royaume-Uni;Parachutes
73d65edd;Coldplay;2001;Auckland;Nouvelle-Zélande;Parachutes
7bde3ab8;Coldplay;2001;Brisbane;Australie;Parachutes
6bd65ede;Coldplay;2001;Sydney;Australie;Parachutes
63d65edf;Coldplay;2001;Sydney;Australie;Parachutes
73d65ed9;Coldplay;2001;Melbourne;Australie;Parachutes
3bde4c44;Coldplay;2001;Adélaïde;Australie;Parachutes
6bd65eda;Coldplay;2001;Fremantle;Australie;Parachutes
7bd65ee4;Coldplay;2001;Singapour;Singapour;Parachutes
73f2a635;Coldplay;2001;Londres;Royaume-Uni;Parachutes
73d65ee5;Coldplay;2001;Kinross;Royaume-Uni;Parachutes
63d816df;Coldplay;2001;Melbourne;Australie;
4bd3776a;Coldplay;2001;Kristiansand;Norvège;Parachutes
2bd3707e;Coldplay;2001;New York;Etats-Unis;
73d65ee1;Coldplay;2001;New York;Etats-Unis;U.S. Club Tour 2001
6bd65ee6;Coldplay;2001;New York;Etats-Unis;
3de35c7;Coldplay;2001;Los Angeles;Etats-Unis;U.S. Club Tour 2001
5bcfe724;Coldplay;2001;Irvine;Etats-Unis;U.S. Club Tour 2001
63d65ee7;Coldplay;2001;San Francisco;Etats-Unis;U.S. Club Tour 2001
33de4c45;Coldplay;2001;San Francisco;Etats-Unis;
6bd65ee2;Coldplay;2001;Seattle;Etats-Unis;U.S. Club Tour 2001
63d65ee3;Coldplay;2001;Vancouver;Canada;U.S. Club Tour 2001
23de4c47;Coldplay;2001;Portland;Etats-Unis;U.S. Club Tour 2001
3bde4c40;Coldplay;2001;Salt Lake City;Etats-Unis;U.S. Club Tour 2001
2bde4c42;Coldplay;2001;Denver;Etats-Unis;
7bd65eec;Coldplay;2001;Denver;Etats-Unis;U.S. Club Tour 2001
73d65eed;Coldplay;2001;Bee Cave;Etats-Unis;U.S. Club Tour 2001
63d65eef;Coldplay;2001;Dallas;Etats-Unis;U.S. Club Tour 2001
7bd65ee8;Coldplay;2001;Chicago;Etats-Unis;U.S. Club Tour 2001
3bde4c4c;Coldplay;2001;Detroit;Etats-Unis;U.S. Club Tour 2001
73d65ee9;Coldplay;2001;Toronto;Canada;U.S. Club Tour 2001
4bd4b372;Coldplay;2001;Montréal;Canada;U.S. Club Tour 2001
6bd65eea;Coldplay;2001;Philadelphia;Etats-Unis;U.S. Club Tour 2001
6bf2a63e;Coldplay;2001;Philadelphia;Etats-Unis;U.S. Club Tour 2001
63d65eeb;Coldplay;2001;Atlanta;Etats-Unis;U.S. Club Tour 2001
3c7dd2b;Coldplay;2001;Washington;Etats-Unis;U.S. Club Tour 2001
6bd65ef6;Coldplay;2001;Washington;Etats-Unis;U.S. Club Tour 2001
73d65ef9;Coldplay;2001;Foxborough;Etats-Unis;U.S. Club Tour 2001
6bd65efa;Coldplay;2001;Boston;Etats-Unis;U.S. Club Tour 2001
63d65efb;Coldplay;2001;Londres;Royaume-Uni;Parachutes
2bde4c4a;Coldplay;2001;Londres;Royaume-Uni;Parachutes
3bde4c54;Coldplay;2001;Manchester;Royaume-Uni;Parachutes
7bd65e04;Coldplay;2001;Manchester;Royaume-Uni;Parachutes
53d8932d;Coldplay;2001;Édimbourg;Royaume-Uni;Parachutes
6bf2a642;Coldplay;2001;Aberdeen;Royaume-Uni;Parachutes
73f2a64d;Coldplay;2001;Marseille;France;Parachutes
6bf2a64e;Coldplay;2001;Rimini;Italie;Parachutes
7bf2a648;Coldplay;2001;Hambourg;Allemagne;Parachutes
73f2a649;Coldplay;2001;Berlin;Allemagne;
6bf2a64a;Coldplay;2001;Munich;Allemagne;
73d65e05;Coldplay;2001;New York;Etats-Unis;U.S. Club Tour 2001
13d66dc1;Coldplay;2001;New York;Etats-Unis;
7bf2a654;Coldplay;2001;Madrid;Espagne;
73f2a655;Coldplay;2001;Mérignac;France;
6bf2a656;Coldplay;2001;Lutece;France;
63f2a657;Coldplay;2001;Aberdeen;Royaume-Uni;
73f2a651;Coldplay;2001;Londres;Royaume-Uni;
73d106e1;Coldplay;2001;Londres;Royaume-Uni;
7bf2a66c;Coldplay;2001;Ybor City;Etats-Unis;
2bdcd4fe;Coldplay;2001;Chicago;Etats-Unis;
7bf2a668;Coldplay;2001;Boston;Etats-Unis;
6bd65e06;Coldplay;2001;New York;Etats-Unis;
63d65e07;Coldplay;2001;New York;Etats-Unis;
73d65e01;Coldplay;2001;Los Angeles;Etats-Unis;U.S. Club Tour 2001
7bd65e00;Coldplay;2001;Los Angeles;Etats-Unis;U.S. Club Tour 2001
4be60322;Coldplay;2001;Hollywood;Etats-Unis;U.S. Club Tour 2001
2bde4c52;Coldplay;2001;San Francisco;Etats-Unis;U.S. Club Tour 2001
bd13176;Coldplay;2001;Portland;Etats-Unis;U.S. Club Tour 2001
6bd65e02;Coldplay;2001;Seattle;Etats-Unis;U.S. Club Tour 2001
63d65e03;Coldplay;2001;Vancouver;Canada;U.S. Club Tour 2001
7bd65e0c;Coldplay;2001;Perth;Australie;Parachutes
73d65e0d;Coldplay;2001;Adélaïde;Australie;Parachutes
6bd65e0e;Coldplay;2001;Melbourne;Australie;Parachutes
2bde4c5a;Coldplay;2001;Melbourne;Australie;Parachutes
3bde4c64;Coldplay;2001;Melbourne;Australie;Parachutes
63d65e0f;Coldplay;2001;Sydney;Australie;Parachutes
7bd65e08;Coldplay;2001;Sydney;Australie;
73f2a679;Coldplay;2001;Sydney;Australie;Parachutes
73d65e09;Coldplay;2001;Sydney;Australie;Parachutes
33d54479;Coldplay;2001;Gold Coast;Australie;Parachutes
63d45a0f;Coldplay;2001;Auckland;Nouvelle-Zélande;Parachutes
7bd65e14;Coldplay;2000;Londres;Royaume-Uni;
33d3144d;Coldplay;2000;Londres;Royaume-Uni;Parachutes
23d31443;Coldplay;2000;Universal City;Etats-Unis;
63d65e17;Coldplay;2000;Santa Monica;Etats-Unis;Parachutes
23d3144f;Coldplay;2000;Édimbourg;Royaume-Uni;Parachutes
43f2a787;Coldplay;2000;Offenbach;Allemagne;Parachutes
53f2a781;Coldplay;2000;Cologne;Allemagne;Parachutes
5bf2a78c;Coldplay;2000;Munich;Allemagne;Parachutes
53f2a78d;Coldplay;2000;Leipzig;Allemagne;Parachutes
6bd65e12;Coldplay;2000;Berlin;Allemagne;Parachutes
63d65e13;Coldplay;2000;Hambourg;Allemagne;Parachutes
73d65e1d;Coldplay;2000;Copenhague;Danemark;Parachutes
6bd65e1e;Coldplay;2000;Oslo;Norvège;Parachutes
33d31449;Coldplay;2000;Bergen;Norvège;Parachutes
63d65e1f;Coldplay;2000;Stockholm;Suède;Parachutes
13ca25a1;Coldplay;2000;Barcelone;Espagne;Parachutes
7bd65e18;Coldplay;2000;Hilversum;Pays-Bas;
7bd65e24;Coldplay;2000;Lutece;France;Parachutes
6bd65e1a;Coldplay;2000;Saint-Lazare;France;Parachutes
13de4d8d;Coldplay;2000;Lutece;France;
43c96bf7;Coldplay;2000;Lutece;France;
3de4d8f;Coldplay;2000;Toulouse;France;
73d65e25;Coldplay;2000;Toulouse;France;Parachutes
1bde4d88;Coldplay;2000;Nantes;France;
bde4d8a;Coldplay;2000;Nantes;France;Parachutes
3de4d8b;Coldplay;2000;Lutece;France;
7bd65e20;Coldplay;2000;Lutece;France;Parachutes
6bd65e22;Coldplay;2000;Lille;France;Parachutes
63d65e23;Coldplay;2000;Lille;France;Parachutes
73d65e2d;Coldplay;2000;Londres;Royaume-Uni;
63d65e2f;Coldplay;2000;Milan;Italie;
7bd65e28;Coldplay;2000;Milan;Italie;Parachutes
6bd65e2a;Coldplay;2000;Amsterdam;Pays-Bas;Parachutes
7bd65e34;Coldplay;2000;Milan;Italie;Parachutes
2bd31456;Coldplay;2000;Bruxelles;Belgique;Parachutes
6bd65e36;Coldplay;2000;Amsterdam;Pays-Bas;Parachutes
6bd65e32;Coldplay;2000;Cardiff;Royaume-Uni;Parachutes
7bd65e3c;Coldplay;2000;Londres;Royaume-Uni;
73d65e3d;Coldplay;2000;Londres;Royaume-Uni;Parachutes
3bd31450;Coldplay;2000;Londres;Royaume-Uni;Parachutes
33d31451;Coldplay;2000;Londres;Royaume-Uni;Parachutes
23d31453;Coldplay;2000;Portsmouth;Royaume-Uni;Parachutes
3bd3145c;Coldplay;2000;Bristol;Royaume-Uni;Parachutes
13d79575;Coldplay;2000;Wolverhampton;Royaume-Uni;Parachutes
2bd3145e;Coldplay;2000;Leeds;Royaume-Uni;Parachutes
23d3145f;Coldplay;2000;Manchester;Royaume-Uni;Parachutes
3bd31458;Coldplay;2000;Sheffield;Royaume-Uni;Parachutes
33d31459;Coldplay;2000;Newcastle-upon-Tyne;Royaume-Uni;Parachutes
2bd3145a;Coldplay;2000;Édimbourg;Royaume-Uni;Parachutes
7bd65e38;Coldplay;2000;Glasgow;Royaume-Uni;Parachutes
63d65e3f;Coldplay;2000;Dublin;Irlande;Parachutes
3bd31464;Coldplay;2000;Belfast;Royaume-Uni;Parachutes
73d65e39;Coldplay;2000;Londres;Royaume-Uni;Parachutes
7bd28670;Coldplay;2000;Liverpool;Royaume-Uni;Parachutes
bd6517a;Coldplay;2000;Leicester;Royaume-Uni;Parachutes
2bd31466;Coldplay;2000;Oxford;Royaume-Uni;Parachutes
6bd65e3a;Coldplay;2000;Cambridge;Royaume-Uni;Parachutes
63d65e3b;Coldplay;2000;Londres;Royaume-Uni;Parachutes
7bd65e44;Coldplay;2000;Londres;Royaume-Uni;
6bd65e46;Coldplay;2000;Glasgow;Royaume-Uni;Parachutes
63d65e47;Coldplay;2000;Londres;Royaume-Uni;
6bd106e2;Coldplay;2000;Pilton;Royaume-Uni;Parachutes
33d31461;Coldplay;2000;Hasselt;Belgique;Parachutes
7bd65e40;Coldplay;2000;Biddinghuizen;Pays-Bas;Parachutes
73d65e41;Coldplay;2000;Stafford;Royaume-Uni;Parachutes
1bf2c5c0;Coldplay;2000;Chelmsford;Royaume-Uni;Parachutes
63d65e43;Coldplay;2000;Chelmsford;Royaume-Uni;Parachutes
23d6886b;Coldplay;2000;Weeze;Allemagne;Parachutes
73d65e4d;Coldplay;2000;Paredes de Coura;Portugal;Parachutes
6bd65e4e;Coldplay;2000;Fujiyoshida;Japon;
43f2a797;Coldplay;2000;Leicester;Royaume-Uni;Parachutes
7bd65e48;Coldplay;2000;Londres;Royaume-Uni;Parachutes
53d11355;Coldplay;2000;Norwich;Royaume-Uni;Parachutes
3bd31468;Coldplay;2000;Birmingham;Royaume-Uni;Parachutes
73d65e49;Coldplay;2000;Barcelone;Espagne;Parachutes
63d65e4b;Coldplay;2000;Londres;Royaume-Uni;Parachutes
7bd65e54;Coldplay;2000;Misterbianco;Italie;Parachutes
6bd65e56;Coldplay;2000;Villafranca di Verona;Italie;Parachutes
7bd65e50;Coldplay;2000;Lutece;France;Parachutes
6bd65e52;Coldplay;2000;Londres;Royaume-Uni;Parachutes
73d65e5d;Coldplay;2000;Kinross;Royaume-Uni;Parachutes
63d65e5f;Coldplay;2000;Belfort;France;Parachutes
73d65e59;Coldplay;2000;Londres;Royaume-Uni;
63d65e5b;Coldplay;2000;Londres;Royaume-Uni;
73d65e65;Coldplay;2000;Birmingham;Royaume-Uni;Parachutes
6bd65e66;Coldplay;2000;Amsterdam;Pays-Bas;Parachutes
7bd65e60;Coldplay;2000;Hilversum;Pays-Bas;Parachutes
7bd65e6c;Coldplay;2000;Pilton;Royaume-Uni;Parachutes
3bd31474;Coldplay;2000;Cardiff;Royaume-Uni;Parachutes
23d31477;Coldplay;2000;Bristol;Royaume-Uni;Parachutes
2bd31472;Coldplay;2000;Londres;Royaume-Uni;Parachutes
73d65e6d;Coldplay;2000;Manchester;Royaume-Uni;Parachutes
1bd6517c;Coldplay;2000;Leicester;Royaume-Uni;Parachutes
3bd3147c;Coldplay;2000;Exeter;Royaume-Uni;Parachutes
63d65e6f;Coldplay;2000;Southampton;Royaume-Uni;Parachutes
43d31bcb;Coldplay;2000;Oxford;Royaume-Uni;Parachutes
33d31479;Coldplay;2000;Leeds;Royaume-Uni;Parachutes
13d31585;Coldplay;2000;Londres;Royaume-Uni;Parachutes
3d31587;Coldplay;2000;Londres;Royaume-Uni;Parachutes
13d31581;Coldplay;2000;Wolverhampton;Royaume-Uni;Parachutes
63d65e6b;Coldplay;2000;Sheffield;Royaume-Uni;Parachutes
3d31583;Coldplay;2000;Glasgow;Royaume-Uni;Parachutes
13d3158d;Coldplay;2000;Newcastle-upon-Tyne;Royaume-Uni;Parachutes
3d3158f;Coldplay;2000;Liverpool;Royaume-Uni;Parachutes
bd3158a;Coldplay;2000;Portsmouth;Royaume-Uni;Parachutes
3d3158b;Coldplay;2000;Lutece;France;Parachutes
7bd65e74;Coldplay;2000;Harlow;Royaume-Uni;Parachutes
73d65e75;Coldplay;2000;Londres;Royaume-Uni;Parachutes
bd31596;Coldplay;2000;Blackpool;Royaume-Uni;
6bd65e76;Coldplay;2000;Londres;Royaume-Uni;
1bc91514;Coldplay;2000;Londres;Royaume-Uni;Parachutes
1bd31590;Coldplay;2000;Cardiff;Royaume-Uni;Parachutes
bd31592;Coldplay;2000;Londres;Royaume-Uni;Parachutes
13d3159d;Coldplay;2000;Colchester;Royaume-Uni;Parachutes
3d3159f;Coldplay;2000;Northampton;Royaume-Uni;Parachutes
13d31599;Coldplay;2000;Norwich;Royaume-Uni;Parachutes
13d315a5;Coldplay;2000;Southampton;Royaume-Uni;Parachutes
bd315a6;Coldplay;2000;Bedford;Royaume-Uni;Parachutes
bd315a2;Coldplay;2000;Blackwood;Royaume-Uni;Parachutes
3d315a3;Coldplay;2000;Stoke-on-Trent;Royaume-Uni;Parachutes
1bd315ac;Coldplay;2000;Manchester;Royaume-Uni;Parachutes
bd315ae;Coldplay;2000;Middlesbrough;Royaume-Uni;Parachutes
3d315af;Coldplay;2000;Édimbourg;Royaume-Uni;Parachutes
3d315ab;Coldplay;2000;Glasgow;Royaume-Uni;Parachutes
13d315b5;Coldplay;2000;Liverpool;Royaume-Uni;Parachutes
bd315b6;Coldplay;2000;Wolverhampton;Royaume-Uni;Parachutes
1bd315b0;Coldplay;2000;Bristol;Royaume-Uni;Parachutes
13d315b1;Coldplay;2000;Brighton;Royaume-Uni;Parachutes
3d315b3;Coldplay;2000;Exeter;Royaume-Uni;Parachutes
1bd315bc;Coldplay;2000;Royal Tunbridge Wells;Royaume-Uni;Parachutes
13d315bd;Coldplay;2000;Oxford;Royaume-Uni;Parachutes
13d315b9;Coldplay;2000;Leicester;Royaume-Uni;Parachutes
bd315ba;Coldplay;2000;Nottingham;Royaume-Uni;Parachutes
13d315c5;Coldplay;2000;Londres;Royaume-Uni;Parachutes
53c4cb45;Coldplay;2000;Londres;Royaume-Uni;
63d65e77;Coldplay;2000;Londres;Royaume-Uni;Parachutes
bd315c6;Coldplay;2000;Norwich;Royaume-Uni;Parachutes
1bd315c0;Coldplay;2000;Oxford;Royaume-Uni;Parachutes
13d315c1;Coldplay;2000;Bristol;Royaume-Uni;Parachutes
bd315c2;Coldplay;2000;Cardiff;Royaume-Uni;Parachutes
7bd65e70;Coldplay;2000;Londres;Royaume-Uni;
1bd315cc;Coldplay;2000;Sheffield;Royaume-Uni;Parachutes
bd315ce;Coldplay;2000;Manchester;Royaume-Uni;Parachutes
3d315cf;Coldplay;2000;Leicester;Royaume-Uni;Parachutes
13d315c9;Coldplay;2000;Newcastle-upon-Tyne;Royaume-Uni;Parachutes
bd315ca;Coldplay;2000;Leeds;Royaume-Uni;Parachutes
1bd315d4;Coldplay;2000;Glasgow;Royaume-Uni;Parachutes
3c9151f;Coldplay;2000;Londres;Royaume-Uni;
73d65e71;Coldplay;1999;Londres;Royaume-Uni;
33d0e085;Coldplay;1999;Royal Tunbridge Wells;Royaume-Uni;
2bd0e086;Coldplay;1999;Glasgow;Royaume-Uni;
23d0e087;Coldplay;1999;Édimbourg;Royaume-Uni;
63df3617;Coldplay;1999;Dundee;Royaume-Uni;
3bd0e080;Coldplay;1999;Leeds;Royaume-Uni;
33d0e081;Coldplay;1999;Wolverhampton;Royaume-Uni;
2bd0e082;Coldplay;1999;Londres;Royaume-Uni;
23d0e083;Coldplay;1999;Londres;Royaume-Uni;
43d0e37b;Coldplay;1999;Bristol;Royaume-Uni;
3bd0e084;Coldplay;1999;Bedford;Royaume-Uni;
7bd65e7c;Coldplay;1999;Liverpool;Royaume-Uni;
33f2a8f5;Coldplay;1999;Manchester;Royaume-Uni;
3bd0e08c;Coldplay;1999;Leeds;Royaume-Uni;
73d65e7d;Coldplay;1999;Reading;Royaume-Uni;
23f2a8f3;Coldplay;1999;Chester;Royaume-Uni;
6bd106ee;Coldplay;1999;Manchester;Royaume-Uni;
33d0e08d;Coldplay;1999;Pilton;Royaume-Uni;
2bd0e08e;Coldplay;1999;Londres;Royaume-Uni;
33d0e089;Coldplay;1999;Londres;Royaume-Uni;
3bf2a800;Coldplay;1999;Londres;Royaume-Uni;
6bd65e7e;Coldplay;1999;Londres;Royaume-Uni;
73d106e9;Coldplay;1999;Londres;Royaume-Uni;
7bd65e78;Coldplay;1999;Londres;Royaume-Uni;
13fe9d3d;Coldplay;1999;Kentish Town;Royaume-Uni;
6bd65e7a;Coldplay;1999;Londres;Royaume-Uni;
2bd0e08a;Coldplay;1998;Londres;Royaume-Uni;
23d0e08b;Coldplay;1998;Londres;Royaume-Uni;
7bd106f4;Coldplay;1998;Manchester;Royaume-Uni;
5bd65f84;Coldplay;1998;Manchester;Royaume-Uni;
33d0e095;Coldplay;1998;Londres;Royaume-Uni;
2bd0e096;Coldplay;1998;Londres;Royaume-Uni;
53d65f85;Coldplay;1998;Londres;Royaume-Uni;
43d65f87;Coldplay;1998;Londres;Royaume-Uni;
73d106f1;Coldplay;1998;Londres;Royaume-Uni;
5bd65f80;Coldplay;1998;Londres;Royaume-Uni;
1bda4dd4;Coldplay;1997;Londres;Royaume-Uni;
